0.18	 35.00
4.28	 35.18
6.86	 35.10
10.87	 35.01
15.14	 34.83
19.24	 34.11
22.26	 33.20
25.82	 32.21
28.14	 31.03
30.27	 29.95
32.94	 29.13
35.43	 28.32
37.21	 27.78
38.73	 27.78
39.53	 27.05
40.77	 26.33
42.37	 25.79
43.62	 25.06
45.22	 24.52
46.64	 23.98
47.89	 23.25
49.31	 22.53
50.91	 21.62
52.51	 20.54
54.11	 19.63
55.54	 18.72
56.78	 17.82
57.67	 16.91
58.20	 16.37
58.20	 15.83
58.20	 15.28
88.22	 15.22
90.80	 15.22
96.23	 15.22
99.17	 15.31
110.04	 15.23
